1,0,1373.34,978.03,398.75,639.47,1,-1,-1,-1
1,1,1680.33,975.97,487.78,674.85,1,-1,-1,-1
1,2,2244.08,954.60,355.13,602.72,1,-1,-1,-1
1,3,1956.14,976.57,409.79,623.10,1,-1,-1,-1
1,4,1243.41,1039.01,251.68,514.31,1,-1,-1,-1
2,0,1373.86,974.65,404.02,641.77,1,-1,-1,-1
2,1,1679.67,978.68,489.41,672.41,1,-1,-1,-1
2,2,2239.97,950.48,359.17,606.34,1,-1,-1,-1
2,3,1955.30,976.33,410.81,622.88,1,-1,-1,-1
2,4,1244.16,1037.01,290.51,516.04,1,-1,-1,-1
3,0,1372.97,971.76,404.85,642.97,1,-1,-1,-1
3,1,1679.57,980.50,489.13,670.48,1,-1,-1,-1
3,2,2240.17,954.29,359.31,601.61,1,-1,-1,-1
3,3,1955.00,977.19,411.72,622.90,1,-1,-1,-1
3,4,1243.92,1036.02,289.81,516.85,1,-1,-1,-1
4,0,1373.41,968.97,404.08,645.29,1,-1,-1,-1
4,1,1679.43,981.01,489.19,670.24,1,-1,-1,-1
4,2,2240.82,978.06,359.74,578.27,1,-1,-1,-1
4,3,1954.94,980.47,411.81,619.66,1,-1,-1,-1
4,4,1243.88,1035.88,289.47,517.19,1,-1,-1,-1
5,0,1372.42,969.52,404.23,642.44,1,-1,-1,-1
5,1,1678.66,979.73,489.78,671.54,1,-1,-1,-1
5,2,2239.66,989.65,360.46,567.35,1,-1,-1,-1
5,3,1954.31,981.05,413.36,619.07,1,-1,-1,-1
5,4,1244.02,1035.24,289.43,517.42,1,-1,-1,-1
6,0,1370.66,972.20,406.50,640.34,1,-1,-1,-1
6,1,1679.13,977.79,489.03,673.46,1,-1,-1,-1
6,2,2231.75,1004.54,367.17,551.78,1,-1,-1,-1
6,3,1955.65,978.62,412.38,620.61,1,-1,-1,-1
6,4,1243.58,1035.27,287.03,516.92,1,-1,-1,-1
7,0,1371.56,986.27,405.24,625.58,1,-1,-1,-1
7,1,1679.07,974.02,489.00,677.24,1,-1,-1,-1
7,2,2236.97,1001.00,362.39,555.70,1,-1,-1,-1
7,3,1953.95,976.07,416.33,623.31,1,-1,-1,-1
7,4,1243.03,1033.24,286.10,519.21,1,-1,-1,-1
8,0,1373.28,1000.82,404.29,610.02,1,-1,-1,-1
8,1,1678.99,970.87,488.70,680.04,1,-1,-1,-1
8,2,2240.87,997.70,357.81,558.69,1,-1,-1,-1
8,3,1955.75,973.77,410.53,624.67,1,-1,-1,-1
8,4,1243.50,1031.76,287.00,521.16,1,-1,-1,-1
9,0,1376.88,999.75,401.54,610.78,1,-1,-1,-1
9,1,1678.94,967.40,489.47,683.56,1,-1,-1,-1
9,2,2239.76,993.08,359.32,564.72,1,-1,-1,-1
9,3,1956.07,971.83,410.75,626.90,1,-1,-1,-1
9,4,1243.90,1030.20,289.12,522.74,1,-1,-1,-1
10,0,1377.34,996.71,399.12,613.63,1,-1,-1,-1
10,1,1679.42,962.61,496.06,688.91,1,-1,-1,-1
10,2,2240.31,990.85,357.77,567.94,1,-1,-1,-1
10,3,1952.63,971.08,416.67,628.89,1,-1,-1,-1
10,4,1238.09,1029.16,300.55,523.27,1,-1,-1,-1
11,0,1378.19,994.29,365.25,616.38,1,-1,-1,-1
11,1,1679.48,958.44,528.63,692.31,1,-1,-1,-1
11,2,2238.81,988.52,347.24,570.94,1,-1,-1,-1
11,3,1952.51,971.05,394.71,629.40,1,-1,-1,-1
11,4,1229.96,1027.83,310.20,523.09,1,-1,-1,-1
12,0,1378.54,992.11,339.38,619.54,1,-1,-1,-1
12,1,1680.21,958.22,552.01,692.03,1,-1,-1,-1
12,2,2236.88,986.89,313.00,570.77,1,-1,-1,-1
12,3,1953.02,971.23,352.83,624.04,1,-1,-1,-1
12,4,1228.90,1028.54,330.19,522.48,1,-1,-1,-1
13,0,1377.61,991.14,316.28,621.39,1,-1,-1,-1
13,1,1678.74,957.95,568.83,692.85,1,-1,-1,-1
13,2,2226.20,994.87,294.94,563.24,1,-1,-1,-1
13,3,1953.48,971.89,331.35,625.01,1,-1,-1,-1
13,4,1226.47,1028.59,349.95,522.36,1,-1,-1,-1
14,0,1377.06,991.07,311.36,622.56,1,-1,-1,-1
14,1,1678.45,959.85,577.15,691.73,1,-1,-1,-1
14,2,2233.71,999.28,281.28,557.73,1,-1,-1,-1
14,3,1954.88,973.06,320.04,626.00,1,-1,-1,-1
14,4,1228.69,1028.97,355.98,522.59,1,-1,-1,-1
15,0,1377.15,990.23,311.40,622.51,1,-1,-1,-1
15,1,1678.63,962.87,587.69,689.09,1,-1,-1,-1
15,2,2233.82,1002.91,280.03,555.48,1,-1,-1,-1
15,3,1954.72,974.85,321.92,626.16,1,-1,-1,-1
15,4,1233.12,1030.20,351.57,521.27,1,-1,-1,-1
16,0,1377.21,989.78,314.43,622.82,1,-1,-1,-1
16,1,1678.26,968.29,596.32,684.11,1,-1,-1,-1
16,2,2232.12,1005.53,281.90,553.15,1,-1,-1,-1
16,3,1953.05,976.19,336.80,624.79,1,-1,-1,-1
16,4,1240.60,1030.45,341.97,521.61,1,-1,-1,-1
17,0,1376.74,989.50,317.33,622.93,1,-1,-1,-1
17,1,1678.43,973.13,601.65,681.04,1,-1,-1,-1
17,2,2229.44,1005.41,284.61,552.29,1,-1,-1,-1
17,3,1951.42,977.84,350.32,621.81,1,-1,-1,-1
17,4,1245.38,1031.80,340.26,520.51,1,-1,-1,-1
18,0,1375.90,989.17,319.30,622.80,1,-1,-1,-1
18,1,1678.53,978.04,607.00,680.99,1,-1,-1,-1
18,2,2230.75,1004.28,283.70,552.45,1,-1,-1,-1
18,3,1951.66,977.07,392.24,621.48,1,-1,-1,-1
18,4,1245.21,1033.59,344.23,519.45,1,-1,-1,-1
19,0,1374.58,987.80,322.95,625.24,1,-1,-1,-1
19,1,1678.62,977.43,609.57,682.22,1,-1,-1,-1
19,2,2228.85,1001.89,285.05,555.81,1,-1,-1,-1
19,3,1951.17,975.23,403.77,623.88,1,-1,-1,-1
19,4,1245.36,1034.58,346.25,518.68,1,-1,-1,-1
20,0,1370.20,985.24,330.28,628.58,1,-1,-1,-1
